Numero,UsoIP,URLLargo,URLCorto,SimboloArroba,Redireccion,PrefijoSufijo,SubDominio,HTTPS,ExpiracionCreacionDominio,Icono,NoPuertoStd,HTTPSURLDominio,URLRespuesta,URLAnclaje,ScriptEnlaceEnEtiquetas,ControladorFormulariosServidor,InformacionCorreo,URLAnormal,ReenvioSitiosWeb,BarraEstadoPersonalizado,DeshabilitacionClicDerecho,UsoVentanaEmergente,RedireccionMarcoFlotante,EdadDeDominio,GrabacionDNS,TraficoSitioWeb,RangoPagina,IndiceGoogle,EnlacesApuntanPagina,ReporteEstadisticas,Clase,Url,Mensaje
1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.contraloria.gob.bo/,Sitio web seguro
2,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.udape.gob.bo/,Sitio web seguro
3,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.minedu.gob.bo/,Sitio web seguro
4,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.mintrabajo.gob.bo/,Sitio web seguro
5,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.mmaaya.gob.bo/,Sitio web seguro
6,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.mingobierno.gob.bo/,Sitio web seguro
7,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,http://www.planificacion.gob.bo/page/index,Sitio web sospechoso detectado
8,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.justicia.gob.bo/portal/index.php,Sitio web seguro
9,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.economiayfinanzas.gob.bo/,Sitio web seguro
10,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.mindef.gob.bo/,Sitio web seguro
11,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.ine.gob.bo/,Sitio web seguro
12,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.oopp.gob.bo/,Sitio web seguro
13,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.minsalud.gob.bo/,Sitio web seguro
14,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://cancilleria.gob.bo/mre/,Sitio web seguro
15,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.ruralytierras.gob.bo/,Sitio web sospechoso detectado
16,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://mineria.gob.bo/,Sitio web seguro
17,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,http://www.gacetaoficialdebolivia.gob.bo/normas/verGratis_gob/21658,Sitio web sospechoso detectado
18,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www.fiscalia.gob.bo/,Sitio web seguro
19,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,http://www.gacetaoficialdebolivia.gob.bo/resolucions/listadomin,Sitio web sospechoso detectado
20,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.presidencia.gob.bo/,Sitio web seguro
21,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://produccion.gob.bo/,Sitio web seguro
22,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.mhe.gob.bo/,Sitio web seguro
23,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.minculturas.gob.bo/,Sitio web seguro
24,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.segip.gob.bo/,Sitio web seguro
25,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://diputados.gob.bo/,Sitio web seguro
26,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.agetic.gob.bo/,Sitio web seguro
27,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.ucb.edu.bo/,Sitio web seguro
28,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://ceub.edu.bo/universidades-del-sistema/,Sitio web seguro
29,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,http://www.scielo.org.bo/scielo.php,Sitio web sospechoso detectado
30,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.umsa.bo/,Sitio web seguro
31,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://lpz.ucb.edu.bo/postgrados/,Sitio web seguro
32,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.uagrm.edu.bo/,Sitio web seguro
33,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.paginasiete.bo/,Sitio web seguro
34,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://eldeber.com.bo/,Sitio web seguro
35,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.opinion.com.bo/,Sitio web sospechoso detectado
36,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.mercadolibre.com.bo/,Sitio web seguro
37,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www.abi.bo/,Sitio web seguro
38,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.cis.gob.bo/,Sitio web seguro
39,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://geo.gob.bo/#/,Sitio web seguro
40,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.reduno.com.bo/,Sitio web seguro
41,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://datos.gob.bo/,Sitio web seguro
42,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.insumosbolivia.gob.bo/,Sitio web sospechoso detectado
43,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.comunicacion.gob.bo/,Sitio web seguro
44,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,http://www.vcdi.gob.bo/,Sitio web sospechoso detectado
45,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.boliviatv.bo/principal/,Sitio web seguro
46,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.atb.com.bo/,Sitio web seguro
47,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://eldia.com.bo/,Sitio web seguro
48,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.gob.bo/,Sitio web seguro
49,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.probolivia.gob.bo/,Sitio web seguro
50,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,http://www.migracion.gob.bo/,Sitio web sospechoso detectado
51,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.bcb.gob.bo/,Sitio web sospechoso detectado
52,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://elmundo.com.bo/,Sitio web seguro
53,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.att.gob.bo/,Sitio web seguro
54,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://bancounion.com.bo/,Sitio web seguro
55,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.bnb.com.bo/portalbnb/principal/bancapersonas,Sitio web sospechoso detectado
56,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bcp.com.bo/,Sitio web seguro
57,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bg.com.bo/personas/,Sitio web seguro
58,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www.bancoecofuturo.com.bo/sitio/,Sitio web seguro
59,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.visa.com.bo/,Sitio web seguro
60,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bancofie.com.bo/,Sitio web seguro
61,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,http://www.fassil.com.bo/,Sitio web sospechoso detectado
62,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.asfi.gob.bo/,Sitio web seguro
63,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,https://www.baneco.com.bo/,Sitio web sospechoso detectado
64,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bancosol.com.bo/,Sitio web seguro
65,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.asoban.bo/#/public/home,Sitio web seguro
66,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://nuevaeconomia.com.bo/,Sitio web seguro
67,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www2.bbv.com.bo/,Sitio web seguro
68,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bdp.com.bo/,Sitio web seguro
69,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://clei.umsa.bo/,Sitio web seguro
70,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bna.com.bo/,Sitio web seguro
71,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bmsc.com.bo/,Sitio web seguro
72,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://bab.org.bo/,Sitio web seguro
73,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://bco.com.bo/,Sitio web seguro
74,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.bancofortaleza.com.bo/,Sitio web seguro
75,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://epson.com.bo/,Sitio web seguro
76,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.delapaz.bo/,Sitio web seguro
77,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.finrural.org.bo/,Sitio web seguro
78,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.entel.bo/?gad_source=1&gclid=CjwKCAiAxaCvBhBaEiwAvsLmWIDov8rE7CrvzYhQNnPH1d7l8gewMHcjESSG9RAW4uAjGChvCFGLQRoC1UoQAvD_BwE,Sitio web seguro
79,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.yape.com.bo/,Sitio web seguro
80,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://erbol.com.bo/,Sitio web seguro
81,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.prodem.bo/Inicio,Sitio web seguro
82,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.diaconia.bo/,Sitio web seguro
83,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://www.inlasa.gob.bo/,Sitio web seguro
84,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.ypfb.gob.bo/es/,Sitio web seguro
85,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://books.google.com.bo/,Sitio web seguro
86,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.gestora.bo/,Sitio web seguro
87,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.cainco.org.bo/,Sitio web seguro
88,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.chevrolet.com.bo/,Sitio web seguro
89,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.cns.gob.bo/,Sitio web seguro
90,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.felcn.gob.bo/,Sitio web seguro
91,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www.prevision.com.bo/,Sitio web seguro
92,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,https://www.crecerifd.bo/,Sitio web seguro
93,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,https://www.aduana.gob.bo/aduana7/,Sitio web seguro
94,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,https://www.miteleferico.bo/,Sitio web seguro
95,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,https://portal.csbp.com.bo/,Sitio web seguro
96,1,0,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://adsib.gob.bo/portal_frontend/depositos_no_identificados,Sitio web sospechoso detectado
97,1,1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://ayuda.nic.bo,Sitio web sospechoso detectado
98,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/#main-content,Sitio web sospechoso detectado
99,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/,Sitio web sospechoso detectado
100,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/,Sitio web sospechoso detectado
101,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/datos-generales,Sitio web sospechoso detectado
102,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/autoridades-personal,Sitio web sospechoso detectado
103,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/223,Sitio web sospechoso detectado
104,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/224,Sitio web sospechoso detectado
105,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/225,Sitio web sospechoso detectado
106,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/226,Sitio web sospechoso detectado
107,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/planificacion-plan-estrategico-ministerial,Sitio web sospechoso detectado
108,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/planificacion-plan-estrategico-institucional,Sitio web sospechoso detectado
109,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/programa-operativo-anual-poa,Sitio web sospechoso detectado
110,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/presupuesto-institucional,Sitio web sospechoso detectado
111,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/ejecucion-presupuestaria,Sitio web sospechoso detectado
112,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/fuentes-de-financiamiento,Sitio web sospechoso detectado
113,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/nomina-proveedores,Sitio web sospechoso detectado
114,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/informe-gestion,Sitio web sospechoso detectado
115,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/informes-auditoria-interna,Sitio web sospechoso detectado
116,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/normativa,Sitio web sospechoso detectado
117,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/memorias-economia-boliviana,Sitio web sospechoso detectado
118,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cieb,Sitio web sospechoso detectado
119,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpsf/el-abc,Sitio web sospechoso detectado
120,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/boletines,Sitio web sospechoso detectado
121,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cartillas,Sitio web sospechoso detectado
122,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/separatas,Sitio web sospechoso detectado
